,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,NSTRANA,PLATNOST_x,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEVPLNY,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
540,573868,Náchod,24,Vítězslav,714,0,8,překladatel,Kremlík,714,CZ,Mgr.,,37,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
541,538728,Říčany,24,Milan,714,0,9,ekonom a soudní znalec,Vodička,714,CZ,Ing.,,64,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
542,3,Brno,24,Jakub,714,0,10,právník,Ježek,714,CZ,Mgr.,,31,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
543,589632,Kostelec na Hané,24,Josef,714,0,11,výzkum. pracovník ve strojír.,Zbořil,714,CZ,Ing.,,34,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
544,547239,Strmilov,24,Irena,714,0,12,"stav. inženýrka, psycholožka",Steinhauserová,714,CZ,Ing. Mgr.,,53,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
545,1,Praha,24,Jiří,714,0,13,fyzik,Strachota,714,CZ,Mgr.,,67,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
546,1,Praha,24,Pavel,714,0,14,regionalista,Pešan,714,CZ,Bc.,,39,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
547,532053,Kladno,24,Philip,714,0,15,IT specialista,Prentis,714,CZ,Ing.,,33,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
548,1,Praha,24,Veronika,714,0,16,online marketing manager,Miňovská,714,CZ,Ing.,,27,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
549,532053,Kladno,24,Jana,714,0,17,"asistent ČVUT, VŠ a SŠ učitel",Urzová,714,CZ,,,42,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
550,1,Praha,24,Tereza,714,0,18,studentka,Sladkovská,714,CZ,,,21,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
551,1,Praha,24,Damir,714,0,19,podnikatel,Špoljarič,714,CZ,,,26,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
552,1,Praha,24,Petra,714,0,20,studentka,Korbelová,714,CZ,Bc.,,29,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
553,562335,Děčín,24,Miroslav,714,0,21,hostinský,Červenka,714,CZ,Mgr.,,58,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
554,1,Praha,24,Alice,714,0,22,herečka,Hejdová,714,CZ,,,41,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
555,571164,Chrudim,24,Josef,714,0,23,podnikatel,Lebduška,714,CZ,Ing.,,63,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
556,4,Ostrava,24,Jiří,714,0,24,OSVČ,Zapletal,714,CZ,Ing.,,33,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
557,544256,České Budějovice,24,Václav,714,0,25,manager v direct marketingu,Kupilík,714,CZ,,,41,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
558,539082,Zlonín,24,Markéta,714,0,26,vedoucí vývojové laboratoře,Chvalovská,714,CZ,,,31,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
559,1,Praha,24,Jiří,714,0,27,IT profesionál,Rybář,714,CZ,,,26,Strana svobodných občanů,,Strana svobodných občanů,0,0,1,714,0,714,Strana svobodných občanů,Svobodní
560,3,Brno,25,Rastislav,794,0,1,prodejce vozidel,Lučanský,794,SK,,,42,Romská demokratická strana,,Romská demokratická strana,0,0,1,794,0,794,Romská demokratická strana,RDS
561,561860,Nový Bor,25,Miroslav,794,0,2,předseda politické strany,Tancoš,794,CZ,,,54,Romská demokratická strana,,Romská demokratická strana,0,0,1,794,0,794,Romská demokratická strana,RDS
562,564567,Litoměřice,26,Miroslav,93,0,1,pracující důchodce,Hejna,93,CZ,Ing.,,68,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
563,571202,Bojanov,26,Jaroslav,93,0,2,státní zaměstnanec,Stehno,99,CZ,Bc.,,51,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
564,564664,Bukovany,26,Gábor,93,0,3,vychovatel,Mészáros,93,CZ,RSDr.,,57,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
565,564567,Litoměřice,26,Jozef,93,0,4,důchodce,Servista,93,CZ,RSDr.,,72,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
566,562874,Valkeřice,26,Miloslav,93,0,5,OSVČ,Petrášek,93,CZ,Ing.,,60,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
567,544256,České Budějovice,26,Miroslav,93,0,6,důchodce,Holler,93,CZ,,,67,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
568,507270,Hradec nad Moravicí,26,Jindřich,93,0,7,THP,Skařupa,93,CZ,Ing.,,58,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
569,5,Ústí nad Labem,26,Ladislava,93,0,8,invalidní důchodce,Marešová,93,CZ,,,52,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
570,567027,Most,26,Josef,93,0,9,důchodce,Otcovský,93,CZ,,,62,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
571,565971,Louny,26,Ján,93,0,10,důchodce,Herák,93,CZ,,,59,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
572,563218,Mašťov,26,Martin,93,0,11,OSVČ,Sukup,93,CZ,,,41,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
573,539911,Příbram,26,Jiří,93,0,12,THP,Grünbauer,93,CZ,Ing.,,58,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
574,539911,Příbram,26,Evžen,93,0,13,kuchař,Vyroubal,93,CZ,,,61,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
575,5,Ústí nad Labem,26,Petr,93,0,14,chemik,Mareš,93,CZ,,,55,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
576,5,Ústí nad Labem,26,Pavel,93,0,15,OSVČ,Sedláček,99,CZ,,,51,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
577,562882,Varnsdorf,26,Jozef,93,0,16,zdravotník,Koleno,93,CZ,,,63,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
578,5,Ústí nad Labem,26,Antonín,93,0,17,důchodce,Mastík,93,CZ,,,67,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
579,564711,Čížkovice,26,Dana,93,0,18,důchodkyně,Zejbrdlíková,93,CZ,,,59,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
580,565016,Keblice,26,Josef,93,0,19,důchodce,Válek,93,CZ,,,65,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
581,564567,Litoměřice,26,Jan,93,0,20,důchodce,Dlouhý,93,CZ,,,76,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
582,1,Praha,26,Věra,93,0,21,úřednice,Hollerová,93,CZ,PhDr.,,63,Komunistická strana Československa,,Komunistická strana Československa,0,0,1,093,0,93,Komunistická str.Českosloven.,KSČ
583,1,Praha,27,Petr,98,0,1,"polit.vězeň,vydavatel,novinář",Cibulka,98,CZ,,,63,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
584,577197,Jilemnice,27,Miloslava,98,0,2,překladatelka a tlumočnice,Jebavá,98,CZ,PhDr.,,61,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
585,3,Brno,27,Petr,98,0,3,živnostník,Hejl,99,CZ,Ing.,CSc.,60,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
586,533955,Kutná Hora,27,Josef,98,0,4,"písničkář, hudebník, učitel",Nos,99,CZ,,,65,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
587,598810,Třinec,27,Zbyhněv,98,0,5,lékař-stomatolog,Zientek,99,CZ,MUDr.,,54,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
588,548359,Ostrov,27,Miroslav,98,0,6,pracovník ve školství,Černota,99,CZ,,,56,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
589,595209,Žďár nad Sázavou,27,Milan,98,0,7,"volný novinář, léčitel",Kočík,99,CZ,,,58,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
590,585068,Zlín,27,Jindřich,98,0,8,učitel,Žaludek,99,CZ,Mgr.,,59,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
